ID	CHROM	POS	#hg19
rs1151687	1	247752019
rs11537583	1	157805650
rs11550452	14	24653523
rs11552724	3	49156473
rs11564148	12	40713901
rs11567997	5	137625228
rs11568314	16	66970561
rs11569675	20	44528268
rs11570112	11	47355475
rs11571359	17	6903792
rs11572103	10	96818106
rs11572153	10	96806286
rs11573762	4	70719113
rs11575376	7	50571757
rs11575688	10	115343057
rs11575845	6	31692386
rs11594656	10	6122009
rs11603541	11	69472373
rs11607268	11	68193628
rs11644687	16	16261170
rs11646728	16	83390442
rs11649373	16	89588698
rs11670500	19	41624416
rs11671361	19	16926067
rs11700097	20	15971797
rs11711259	3	142691972
rs11713321	3	88514766
rs11757862	6	32055752
rs11759871	6	30519084
rs11759987	6	30996363
rs11763144	7	151483896
rs11768743	7	129632081
rs11772680	7	139676574
rs11772987	7	87186018
rs11795036	9	86693912
rs11798830	X	48561075
rs11799078	Y	18584283
rs11799168	Y	22876678
rs11799216	Y	8373972
rs11800254	1	51784438
rs11804152	1	161518450
rs11805694	1	97702006
rs1180895	X	102755551
rs11809504	1	171090220
rs11811205	1	113454637
rs11827140	11	64674278
rs1182844	12	68641532
rs11864632	16	31182455
rs11918431	3	107417178
rs11920090	3	170717521
rs11923822	3	42922177
rs11953822	5	14681711
rs11954652	5	150097883
rs11961170	6	29439105
rs11962289	6	31912478
rs11965524	6	29973187
rs11967065	6	35328317
rs11969321	6	32864890
rs11981667	7	94963270
rs11983210	7	87080286
rs12007192	X	105284796
rs12008270	X	133948930
rs1201342	11	66608521
rs12021879	1	1439671
rs12030843	1	93720070
rs12031658	1	113497629
rs12032276	1	98096111
rs12038267	1	236085781
rs12067374	1	152568230
rs12070195	1	94462181
rs12073005	1	98245622
rs12074935	1	28908313
rs1210839	6	64302604
rs12115889	X	52665691
rs1212352	1	154239283
rs12126861	1	171151816
rs12129287	1	97575076
rs12139110	1	97571665
rs12166151	22	24479193
rs12166433	22	32756580
rs12185233	17	43923654
rs12189695	6	170891043
rs12191414	6	27278634
rs12192544	6	46620252
rs12208360	6	46521249
rs12208787	6	30314811
rs12215563	6	31512288
rs12222018	11	132059238
rs12251636	10	102205292
rs12256807	10	23967068
rs12272630	11	34461665
rs12286611	11	125617691
rs1229980	4	100255275
rs12303713	12	21352423
rs12312939	12	21538957
rs12315832	12	133256218
rs12323063	13	37132985
rs12336027	9	86976543
rs12340619	9	86934696
rs12343928	9	86908830
rs12348567	9	86961522
rs12364	6	31110786
rs12402008	1	104094537
rs1240719	1	1346905
rs12417164	11	4870269
rs12426222	12	20586640
rs12434716	14	34269167
rs12436916	14	50049252
rs12443092	15	51673741
rs124440	12	332662
rs12455253	18	24523831
rs12456529	18	48691665
rs12458	8	11617240
rs12465326	2	62974526
rs12467963	2	145345343
rs12476147	2	185800905
rs12476171	2	101010105
rs12479045	2	234673588
rs12482506	21	43523854
rs12496005	3	12371082
rs12499161	4	103718319
rs12520799	5	134782450
rs12527088	6	31670443
rs12530942	7	156474801
rs12558446	X	141287675
rs12567338	1	171223747
rs12568050	1	182026813
rs12577564	11	65998401
rs12582717	12	21296806
rs12617	20	45186748
rs1264318	6	30863530
rs1264362	6	30776590
rs1264540	6	30387890
rs12666974	7	123191974
rs12673697	7	124395006
rs12677427	8	42414226
rs12688128	X	103992452
rs12693898	2	200613782
rs12706496	7	122781859
rs12713268	2	54808845
rs12717411	14	51206145
rs12720074	X	115568993
rs12752837	1	6440288
rs12762549	10	101620771
rs12772675	10	96706409
rs12815715	12	7489353
rs12819160	12	27850113
rs12825940	12	124341790
rs12857550	X	69498482
rs12879346	14	23652708
rs12894651	14	52742388
rs12917564	15	65923746
rs12923321	16	87861323
rs12943664	17	56059883
rs12947218	17	42631870
rs12977516	19	16025919
rs12987009	2	219658170
rs12992177	2	232312968
rs130078	6	31118565
rs13025959	2	128388862
rs13101978	4	38333458
rs13106114	4	70599164
rs13118	6	31827286
rs13122	14	31359024
rs13133166	4	70600199
rs13151	2	101898412
rs13158164	5	76517982
rs1318056	1	179112145
rs13184188	5	137789519
rs13196724	6	32081422
rs1321172	1	66730713
rs13212414	6	30140540
rs13217120	6	31935928
rs13218959	6	27861310
rs13229143	7	87219481
rs13232197	7	122806085
rs13233803	7	99245953
rs13240384	7	75367566
rs13264230	8	65663281
rs13283683	9	86941443
rs13286264	9	18474280
rs13301565	9	140177040
rs1330286	9	75552953
rs13303767	Y	19550408
rs13304117	Y	7684952
rs13304242	Y	16389872
rs13304367	Y	7225848
rs13304459	Y	23793254
rs13304467	Y	23791923
rs13304552	Y	2867288
rs13304579	Y	17048384
rs13304662	Y	22822081
rs13305194	Y	21081179
rs13305221	Y	15055439
rs13305226	Y	7992061
rs13305255	Y	16571915
rs13305786	Y	5292653
rs13305838	Y	16898428
rs13306435	7	22771039
rs13306702	7	95034046
rs1331924	9	107547622
rs13416851	2	169887613
rs13424086	2	47129502
rs1345092	12	105536238
rs1347570	12	29604392
rs1351382	6	32822296
rs13590	6	117055764
rs1362119	6	30499732
rs13659	5	43290700
rs1372820	1	146687103
rs138328	22	41213267
rs1395388	3	44948674
rs1402467	2	108994808
rs140523	22	50962782
rs1418032	20	2077744
rs1438122	14	24138337
rs1440451	7	154868879
rs1464377	12	81433056
rs1485806	18	24637073
rs1487173	8	122405332
rs1492138	12	22030178
rs1494481	X	79672897
rs1520668	1	97735667
rs1536215	6	28867915
rs1540354	3	37044489
rs1548306	6	32427179
rs154977	6	32900018
rs1566058	Y	9463712
rs1571790	9	78729176
rs15772	10	15145855
rs1611737	6	29831571
rs1638736	7	66092308
rs164572	5	68419054
rs165656	22	19948863
rs16824283	2	228855866
rs16824514	1	38395947
rs16831523	3	120316203
rs16839100	1	157738482
rs16850116	1	229829737
rs16879281	6	88126423
rs16879410	5	7913668
rs16903574	5	14610309
rs16906511	11	20618035
rs16908860	8	82167764
rs16919650	8	54809774
rs16924863	10	24832283
rs16928315	12	25147192
rs16929354	10	73553060
rs16931374	8	65586797
rs16943227	18	24626796
rs16972552	16	73810454
rs16985442	20	44671875
rs17002693	X	56591010
rs17004786	21	46933164
rs17027533	4	99304023
rs1706766	15	45567437
rs17084491	4	55446565
rs17101995	14	34395117
rs17110944	5	149515397
rs17111902	5	150664183
rs17116755	10	106026669
rs17117112	1	98225579
rs17118876	1	59616910
rs17127898	14	92505915
rs17131479	1	71357687
rs1713239	1	207037475
rs17135340	6	2624053
rs17136317	16	3366513
rs17147627	4	70630803
rs17152659	11	58170780
rs1715828	2	228758554
rs17161326	7	139693170
rs17162549	1	27682530
rs17166848	7	94982577
rs17181569	6	137518175
rs17189355	13	95787435
rs17190134	6	31021860
rs17192655	1	53699129
rs17201595	6	32058425
rs17208216	6	32208449
rs17216887	4	100010273
rs17220199	6	32806029
rs17220500	6	32951593
rs17220822	6	33019174
rs17222244	Y	16699334
rs17222723	10	101595996
rs17226344	16	89846282
rs17232910	16	89839766
rs17236868	15	34648647
rs17245714	5	34998894
rs17250901	Y	24366649
rs1729752	13	95732362
rs17312163	X	37591065
rs17342019	10	86151141
rs17361286	1	178521916
rs17411480	6	30423117
rs17422727	6	32259923
rs17435	X	153311980
rs17437557	7	40369502
rs17470271	2	219651995
rs1750188	13	95700835
rs17502618	8	17132441
rs17506606	10	24669877
rs17509456	3	147108756
rs1751050	13	95731496
rs1751070	13	95784291
rs17519444	7	94603442
rs17542243	7	12481461
rs17584642	1	229683443
rs17604693	6	7565727
rs17637756	6	10556910
rs17642792	8	70371246
rs17646468	18	32946758
rs17651507	17	44059010
rs17654409	6	57227695
rs17655	13	103528002
rs17658489	9	3220602
rs17659359	1	152538358
rs17702702	1	97607837
rs17704912	22	26231312
rs17710085	14	54590343
rs17718883	9	5462876
rs17784152	12	91366649
rs17817117	7	20724826
rs1781935	10	5199934
rs1782360	4	151773593
rs17863822	2	234749783
rs17869934	7	126778347
rs17875653	19	45818825
rs17875888	21	34729400
rs17876049	5	176827753
rs17876090	7	95053404
rs17880101	7	95031457
rs17880985	16	70504305
rs17881888	16	31101216
rs17882656	7	94995583
rs17884666	11	34484283
rs1791085	18	3215158
rs1798	1	207016125
rs1799516	12	16425656
rs1799908	6	33144243
rs1800291	X	154158285
rs1800467	11	17408831
rs1800796	7	22766246
rs1801041	10	70174707
rs1801690	17	64208285
rs1801726	3	122003832
rs1803254	19	51743144
rs1803687	1	110280362
rs1822312	1	146687250
rs1834191	1	75203908
rs1853205	10	96575069
rs1862136	5	79616083
rs1865328	4	4267929
rs1874953	15	76236837
rs1875428	1	36772868
rs1891687	20	23318014
rs1894408	6	32786833
rs1908406	4	70353258
rs1929842	9	107633623
rs1935	10	64927823
rs1941059	18	10095556
rs194675	6	32905746
rs1966367	14	74005928
rs1971911	12	32897088
rs1972463	4	16641382
rs1983210	2	220421417
rs1983606	6	3114960
rs1990858	5	79627154
rs1993308	2	165843619
rs1993554	6	6287216
rs1995319	4	36292018
rs1999628	10	121217061
rs2010190	6	24496314
rs2020908	2	48026308
rs2021720	6	30449244
rs2022059	6	32156489
rs2022109	6	32905773
rs2024301	12	8278181
rs2031838	13	74239494
rs2037799	2	182625313
rs2040993	7	95047300
rs20417	1	186650321
rs2047136	2	225511361
rs204878	6	32045226
rs206018	6	32177880
rs2064220	6	27388027
rs206855	2	31617143
rs2070005	14	95058642
rs2070673	10	135340567
rs2070677	10	135351174
rs2070852	11	46744925
rs2071349	6	33043520
rs2071465	6	32805470
rs2072915	6	33162082
rs2073342	14	21360216
rs2073716	6	31122997
rs2073873	9	136412013
rs2074059	19	57985460
rs2075580	6	31503975
rs2076522	6	32371179
rs2077080	19	15755392
rs209151	6	28846724
rs2092041	X	43647641
rs210180	6	33485259
rs2105129	1	97985966
rs211221	6	98980113
rs2116286	10	118236610
rs212090	16	16236004
rs2123133	5	101771645
rs2132845	4	140587125
rs2143468	6	32309003
rs2146340	1	90185106
rs215101	16	16052973
rs2156609	18	43247001
rs2158099	5	11362268
rs2167801	8	107494071
rs2178004	15	41991315
rs2180314	6	52617731
rs2180532	20	8259959
rs2180792	14	39650234
rs2194704	5	154889003
rs2198466	2	108926967
rs2222411	7	99310331
rs2227282	5	132013179
rs2227624	1	173884010
rs2227742	17	26694036
rs2228099	1	150808889
rs2228628	6	32088854
rs2229571	2	215645464
rs2229664	19	580388
rs2230199	19	6718387
rs2230399	19	10444603
rs2230677	1	29475394
rs2230782	20	46264888
rs2231148	4	89028478
rs2231478	5	137527917
rs2231909	12	14577892
rs2232264	20	9496716
rs2232551	12	53043736
rs2233916	9	116021136
rs2233967	6	31080828
rs2233974	6	31080016
rs2234500	2	71160222
rs2234924	16	27375239
rs2235261	6	135257543
rs2237968	11	17491386
rs2238357	15	92685366
rs2239323	16	16278695
rs2239557	14	74551970
rs2239688	6	32054212
rs2239730	11	6977175
rs2240697	5	140751128
rs2243066	5	76130113
rs2243158	1	207007641
rs2244330	8	27378354
rs2244546	6	31435833
rs2245420	6	30082688
rs2245667	8	17461328
rs2246287	17	42232442
rs2250889	20	44642406
rs2253182	9	107620124
rs2253588	6	30899377
rs2256292	11	114167939
rs2256734	3	52852488
rs2257505	5	56207123
rs2267681	7	139540935
rs2270286	16	8722629
rs2270637	8	20036827
rs2270898	5	169508893
rs2271657	1	165620602
rs2273394	14	23612489
rs2273426	6	70733547
rs2275445	1	192998522
rs2275866	1	201351421
rs2276288	11	76912636
rs2276872	3	111286375
rs2277730	18	11884833
rs2279684	15	34649247
rs2281594	6	52767325
rs2282302	1	152329369
rs2283231	11	2916715
rs2285897	19	987571
rs2286233	7	95054257
rs2286866	4	25759334
rs228757	17	42164885
rs2288035	16	79245930
rs2288355	2	71795152
rs2291077	12	21332221
rs2292558	1	226037318
rs2292822	1	201777568
rs2293362	7	47408443
rs2295275	6	42224546
rs2295837	6	110064928
rs2297632	1	94517166
rs2299891	7	139618001
rs2300182	11	34467848
rs2301612	9	136301982
rs2302980	5	95067622
rs2303635	3	134086356
rs2304678	2	27353507
rs2305335	7	35677978
rs2306894	12	10251445
rs2307145	1	67833527
rs2307279	19	48608598
rs2307293	3	129150385
rs2337358	Y	13987489
rs2341432	11	5602438
rs235679	6	124262371
rs238234	17	4883818
rs2389604	2	169871407
rs2395153	6	32345595
rs240033	3	38357961
rs2407992	X	12939112
rs241426	6	32804553
rs2428140	12	111353519
rs2429557	6	30928317
rs2441374	2	113816090
rs2442496	8	6327274
rs2442736	6	31346621
rs2446195	19	5793704
rs2451713	6	26660655
rs2457554	6	160802806
rs2460338	8	12870160
rs2460817	19	15769992
rs2461831	3	119501798
rs246220	16	16082128
rs2500018	11	5068177
rs2503243	1	88350912
rs2516454	6	31420863
rs2516676	6	30430482
rs2517565	6	30594394
rs2518462	6	18145372
rs2523573	6	31328988
rs2523741	6	30211903
rs2523873	6	31012263
rs2523979	6	30083515
rs2524257	6	30858991
rs2528693	7	107671407
rs2531817	6	28448894
rs2534823	6	30496816
rs254353	16	65911710
rs2544677	5	86399262
rs2545754	19	41383828
rs2551405	18	60992831
rs2552922	Y	3332675
rs2555459	6	32156963
rs2555588	8	67369355
rs2566048	Y	4185600
rs2567705	9	116931666
rs2571967	Y	5092017
rs2578652	15	42618531
rs2584465	4	100341075
rs258748	5	142656454
rs25901	5	16673975
rs2594651	Y	9516834
rs2598291	7	133988313
rs259938	6	30008003
rs2600831	5	101606071
rs2602877	4	100039847
rs2614091	8	28183219
rs261950	6	30269561
rs2621393	6	32755216
rs2631948	2	29986601
rs2641957	1	33981018
rs266093	10	44866208
rs2661837	6	160790174
rs2680704	17	56388238
rs2683035	19	15762678
rs2683037	19	15762938
rs2683039	19	15763798
rs268791	5	72205439
rs2707943	7	87144640
rs2708943	2	113674709
rs2708959	2	113670415
rs2733917	7	100486158
rs2734329	6	31937114
rs2734990	6	29812505
rs2735189	6	31937116
rs273914	5	131660431
rs273915	5	131660119
rs2740483	9	107690535
rs2744601	6	24533505
rs274547	5	131731304
rs274562	5	131718206
rs2746395	6	31939265
rs2747421	6	29645118
rs2754157	14	23887219
rs27625	5	106803985
rs2774230	6	160677614
rs2784034	9	139690738
rs2789679	10	81907884
rs2796835	10	16943371
rs279836	4	46339070
rs279942	13	103698110
rs28360990	6	31182479
rs28362742	7	30963756
rs28381354	6	31710612
rs28381361	6	31712915
rs2838497	21	45564766
rs28387076	2	127412405
rs28399513	10	96602398
rs2842941	6	18150514
rs2843130	1	2283313
rs2844748	6	30338138
rs28472843	8	103054944
rs28517480	16	2378444
rs2853533	18	658064
rs2853924	6	31265146
rs28548477	1	153579086
rs2855111	14	24724452
rs2856442	6	32151192
rs2856443	6	32016664
rs285694	19	34260989
rs2857013	6	32018888
rs2857608	6	31578717
rs2860838	10	96453039
rs28613273	12	123956904
rs28645493	9	136305738
rs28660035	6	31196274
rs2872249	3	183636273
rs287235	1	55678499
rs28730510	6	30170057
rs287398	13	69199984
rs28744214	6	30783620
rs2875931	8	121081153
rs28780116	6	30755668
rs28814722	1	13345565
rs28861531	X	1374728
rs2886296	19	15994478
rs28882502	Y	9411719
rs2890467	8	70699672
rs28924120	1	11733866
rs28938778	2	113820155
rs28938779	2	113820835
rs28938786	2	113758324
rs2894299	6	32853720
rs28959469	7	127896344
rs28986320	6	32152552
rs28986466	6	30676046
rs28994873	6	30671588
rs28997576	2	215617178
rs2900493	12	22078245
rs2904846	1	25707261
rs2916519	2	80144920
rs2925958	Y	23843831
rs2941679	1	62713224
rs296365	19	48374551
rs2967456	19	36975448
rs2975139	12	16501817
rs2985684	14	50101682
rs3005765	6	73449218
rs3011566	1	238919502
rs3013641	13	30088049
rs3024492	1	206944112
rs302453	19	56390237
rs3024984	12	57488792
rs3043	9	38397355
rs3087888	7	23351080
rs3087965	X	15337882
rs309087	1	99418647
rs3093068	1	159681364
rs3093166	19	15996349
rs3093533	X	155227118
rs3093542	6	31540693
rs3093657	1	25687316
rs3093668	6	31546495
rs3093986	6	31493421
rs3094078	6	30224970
rs3094100	6	30625155
rs3094116	6	30738408
rs3094132	6	30187434
rs3094736	6	29662374
rs3095307	6	31092049
rs3096686	6	32230097
rs3097645	6	32953280
rs310831	12	77419341
rs3116653	1	159696910
rs3120047	1	43764084
rs3121593	6	30002793
rs3127574	6	160791370
rs3127594	6	160638104
rs3128994	6	29868064
rs3129296	6	32938291
rs3129867	6	32404220
rs3130071	6	31594628
rs3130131	6	30354707
rs3130649	6	30803254
rs3130655	6	30823710
rs3130891	6	28977217
rs3130989	6	31086377
rs3131931	6	30945265
rs3132578	6	30816865
rs3132582	6	30689001
rs3132583	6	30688575
rs3132585	6	30687614
rs3135950	3	48509511
rs3136701	1	117299472
rs315951	2	113890586
rs31728	19	39915758
rs319319	7	95646124
rs3203358	8	11617505
rs3204145	9	111651620
rs3204689	15	58246802
rs3213604	8	17726416
rs3219183	6	31516363
rs325381	15	100255814
rs33931006	15	40914831
rs34080774	19	42930921
rs34129552	6	32130329
rs34219180	10	88423481
rs34242818	7	100230864
rs34286182	Y	6188693
rs34308580	5	76128649
rs34325395	7	107113808
rs34339628	1	196620593
rs34410271	10	88425937
rs34426732	X	2233395
rs34503701	6	30960221
rs34690599	11	5247062
rs34853143	3	160820985
rs34983523	Y	15533845
rs35042031	11	838222
rs35045523	Y	23821322
rs35062132	3	8794707
rs35265698	6	32561334
rs35274867	1	196712596
rs35368675	1	71363749
rs35369693	1	206224635
rs35430780	19	59028162
rs35515200	5	176832166
rs35580488	6	32097421
rs35580576	22	39448725
rs35596291	4	146019340
rs35600	16	16159628
rs35938529	19	42912403
rs36029873	8	17737852
rs36120466	16	67517044
rs363774	X	84563135
rs365745	19	44471209
rs369909	1	228520973
rs371909	2	40469705
rs3730386	9	71628207
rs3731628	2	24929851
rs3732215	2	234750542
rs3733092	3	47315121
rs3735351	7	139724742
rs3736582	10	124742895
rs3736672	X	43661763
rs3736772	14	45665468
rs3738000	3	130947435
rs3738573	1	84864256
rs3738671	1	40315888
rs3738723	1	226821139
rs3739216	8	26627249
rs3739840	9	115759468
rs3740085	10	44867769
rs3740199	10	128019025
rs3740997	11	5663706
rs3742510	14	24783681
rs3744999	18	43508856
rs3745751	19	48519241
rs3747532	9	14722477
rs3748361	14	21796784
rs3748930	2	101010082
rs3749745	5	114462214
rs3749903	6	42992825
rs3751803	16	86565826
rs375620	11	114089435
rs3756771	6	160681620
rs3758383	10	91468925
rs3759251	12	10954383
rs3759276	12	9310151
rs3759302	12	32135186
rs3764522	13	115091019
rs3765101	10	3197856
rs3768439	1	45113326
rs3768641	2	72368190
rs376877	6	33024606
rs3769834	2	201525668
rs3775783	4	70463854
rs3775823	4	20542485
rs3775948	4	9995182
rs3779134	7	139552588
rs3784617	15	48576238
rs3792796	5	150402490
rs3795299	1	24447468
rs3795523	1	214813941
rs3800325	6	28264692
rs3800855	7	157985149
rs3809677	16	47494500
rs3810682	X	50653775
rs3812883	13	40229957
rs3813865	10	135339244
rs3814845	14	90872505
rs3815095	6	31093207
rs3817687	8	139157724
rs3817820	6	28214432
rs3817964	6	32367997
rs3822410	5	10654769
rs3823402	6	31081743
rs3823994	7	127669857
rs3824479	9	107604394
rs3824915	11	44331509
rs3827713	1	94576524
rs3829009	8	25364834
rs3829307	12	21292206
rs3829655	19	52115645
rs388247	18	24518744
rs3891160	6	29769147
rs3894197	11	123909695
rs389656	13	111300378
rs3905001	9	107668064
rs3909184	6	30699384
rs3917327	2	102794379
rs3917441	1	169692121
rs3917528	7	94940240
rs3917991	1	36934805
rs3918186	7	150702432
rs3918234	7	150708035
rs3918238	7	150712231
rs3920740	1	98233221
rs395545	16	337750
rs396960	6	32191581
rs401502	19	18180413
rs4078010	11	123300771
rs412120	2	225848390
rs4128124	12	122514975
rs4135268	3	12437237
rs4135277	3	12445846
rs4140388	4	100065734
rs4143218	17	6683848
rs4143815	9	5468257
rs4147541	4	100274157
rs4147600	1	165605209
rs4147618	6	52846742
rs4147803	1	94582293
rs4147824	1	94560975
rs4147868	1	94466066
rs4148088	21	43628935
rs4148120	21	43673477
rs4148276	4	70514903
rs4148285	4	70509457
rs4148384	10	101545558
rs4148391	10	101566866
rs4148411	17	48733745
rs4148426	13	95925711
rs4148430	13	95913185
rs4148447	13	95897259
rs4148475	13	95853574
rs4148604	11	17489337
rs4148613	11	17476460
rs4148674	12	22003544
rs4148812	7	87101407
rs4148815	7	87087834
rs4148821	7	87079602
rs4148895	11	45678768
rs4148936	10	73762056
rs4148938	10	73762188
rs4149031	12	21317352
rs4149040	12	21328424
rs4149187	12	16500071
rs4149190	12	16502260
rs4149256	8	27399518
rs4149264	9	107677211
rs4149294	9	107607371
rs4149310	9	107589134
rs4151120	17	7342148
rs4151667	6	31914024
rs4236655	7	134701856
rs4238850	16	4615373
rs4252108	6	161137523
rs4252301	11	117857203
rs4252511	7	142605336
rs4253430	4	187210064
rs4253724	22	46608888
rs4253725	22	46608918
rs4253747	22	46613237
rs4271002	8	18248268
rs42751	16	21627429
rs428453	19	6702157
rs431750	20	56534389
rs432793	5	145239119
rs4358060	19	15772564
rs4394694	1	98371449
rs442275	14	23874919
rs4425916	X	153903203
rs4428420	5	43254568
rs4433435	1	171223951
rs4462665	17	7849087
rs4492658	1	97876523
rs4508546	2	145672842
rs4519167	12	7242197
rs4524901	9	132985418
rs4529645	Y	6692993
rs454138	17	76137337
rs454182	6	28511164
rs4565430	8	97307326
rs4567103	9	75565006
rs45855	6	32189481
rs4605	1	203309966
rs4618902	Y	9417393
rs464162	16	23591715
rs4646227	13	99358401
rs4646278	6	160557271
rs4646286	14	70262910
rs4646289	14	70253920
rs4646448	7	99268316
rs4646515	19	15769379
rs4646596	15	58300895
rs4646682	15	101446867
rs4646686	15	101448571
rs4646794	17	19558438
rs4646795	17	19558542
rs4646877	6	135249046
rs4674211	2	201460841
rs4684677	3	10328453
rs4696480	4	154607126
rs469922	5	94246402
rs4699735	4	100140306
rs4711157	6	27516738
rs4711279	6	31802465
rs4713305	6	30252836
rs4713422	6	30999902
rs4713504	6	32100210
rs4736357	8	143987218
rs4747442	10	22844099
rs4748140	10	15115719
rs4752781	11	1702055
rs475923	19	7573098
rs4760820	12	72396996
rs4762231	12	96048079
rs4766810	12	117337773
rs4775041	15	58674695
rs4796793	17	40542210
rs4808383	19	15918802
rs4813043	20	168728
rs4824733	X	48741093
rs4825736	X	120003437
rs4825951	X	71440000
rs4831331	8	15095085
rs4843074	15	86124483
rs4845898	1	12339619
rs4857294	3	97517118
rs4858097	3	24006477
rs4858649	3	24805012
rs486359	6	160774441
rs4906695	15	25154880
rs4911943	X	986117
rs4916183	1	171170733
rs4918857	10	115349462
rs4919510	10	102734778
rs492594	2	169764176
rs4951025	1	205811828
rs4958803	5	154794480
rs4962	4	2910255
rs4971869	2	49848288
rs4986989	8	18079517
rs4987389	1	169658509
rs4987945	11	108122592
rs4998	8	37821486
rs4998147	Y	7167737
rs5013525	3	133700071
rs5014369	16	87862729
rs5014477	Y	23270897
rs5018209	Y	21590100
rs5054	7	134143772
rs511027	6	32206687
rs516091	11	107663103
rs521734	1	109633256
rs5287	8	143958554
rs540825	6	154414446
rs549148	1	67266756
rs554576	11	34483894
rs560807	11	34468639
rs561930	6	74073531
rs567458	18	33828980
rs573212	9	97349666
rs5880	16	57015091
rs590582	1	47266629
rs591120	1	177902753
rs592514	9	136309841
rs5937959	X	74359003
rs5967304	X	96611598
rs5983	6	6167833
rs5991	1	197026151
rs5991293	X	533384
rs5991835	X	52962552
rs6004901	22	26423124
rs6007344	22	45255637
rs607549	18	2919606
rs6085329	20	5921699
rs609521	1	179876988
rs6108	14	95058631
rs6124823	20	45216737
rs6185	8	25280800
rs635348	6	31902289
rs641805	1	97743805
rs643652	18	11884670
rs6453373	5	77425028
rs6455	6	32006896
rs6457140	6	30016810
rs6458511	6	46570783
rs6460939	7	12406989
rs6496589	15	90213229
rs6509544	19	52003331
rs6553229	4	189660025
rs6593635	1	97642689
rs6599536	8	145933686
rs6604873	1	98220374
rs6608756	X	47842787
rs6647613	X	74270629
rs6659176	1	27239920
rs6670616	1	71394883
rs6682669	1	97849862
rs6684683	1	98351961
rs6693954	1	204132638
rs6715951	2	228786115
rs6739788	2	55862355
rs6746883	2	108920497
rs6764714	3	186917751
rs6778728	3	159997061
rs6779520	3	42906925
rs6798100	3	155196730
rs683369	6	160551204
rs684535	11	125830970
